가맹점명,서울페이앱분류업종,자치구명,기본주소
장수떡집,식품,은평구,서울 은평구 통일로 850
트랜디카  안경원,패션/잡화,구로구,"서울 구로구 경인로 661,"
씨유(CU) 관악킹점,마트/슈퍼마켓,관악구,서울특별시 관악구 남부순환로142길 18
통닭마니아,음식점,노원구,서울특별시 노원구 동일로241길 15
제이,뷰티/미용,강북구,서울특별시 강북구 덕릉로40나길 37
육감,음식점,서초구,서울  서초구  효령로  19
디끌레(de cle),음식점,서초구,서울특별시 서초구 신반포로42길 11
성북순두부,음식점,성북구,서울특별시 성북구 보문로32길 33
이촌라운지,음식점,용산구,서울특별시 용산구 이촌로77길 19
대한민국 참치&초밥,음식점,성동구,서울특별시 성동구 난계로 32
무슨,교육/서점,마포구,서울특별시 마포구 성미산로17길 105-4 2층 201호
땅스부대찌개 상도점,마트/슈퍼마켓,동작구,서울특별시 동작구 성대로 67
미래열린치과,병원/약국,동작구,"서울 동작구 서달로 158,"
앤  매용실,뷰티/미용,송파구,서울  송파구  잠실동
해솔온누리약국,병원/약국,구로구,서울특별시 구로구 구일로4길 30
윤사임당한자교습소,교육/서점,강서구,서울특별시 강서구 양천로 658 604호
씨유(CU)우이장학관점,마트/슈퍼마켓,강북구,서울특별시 강북구 삼양로 675
주식회사 랑데자뷰대학로,제과점/커피,종로구,서울특별시 종로구 창경궁로34길 18-5
플랜티스트 징담(plantist JING DAHM),원예/농업,서대문구,서울특별시 서대문구 연희맛로 7-9
지에스(GS)25 상일세종점,마트/슈퍼마켓,강동구,서울특별시 강동구 상일로10길 36
아부라야,음식점,중구,서울특별시 중구 퇴계로87길 29-13
컬럼비아건대점,레저/스포츠,광진구,서울  광진구  노유동
(주)YES영어숲윤선생서초학원,교육/서점,서초구,"서울 서초구 효령로46길 5,"
소문난 왕족발,음식점,광진구,서울특별시 광진구 자양로53길 118
불타는 삼겹살,음식점,관악구,"서울 관악구 봉천로29길 5,"
외양간,음식점,동작구,서울특별시 동작구 동작대로11길 16
다나약국,병원/약국,구로구,"서울 구로구 경인로 216,"
진리수학교습소,교육/서점,금천구,"서울 금천구 한내로 62, 2060호 (독산동, 한신아파트)"
마커스 증산초점,교육/서점,은평구,서울특별시 은평구 증산서길 63-6
커피덕,음식점,마포구,서울특별시 마포구 망원로11길 20
제이발레스튜디오 학원,교육/서점,서초구,서울특별시 서초구 서초중앙로24길 15
르망안경원,패션/잡화,송파구,"서울 송파구 새말로 62,"
보리네생고깃간(고척점),음식점,구로구,서울  구로구  경인로  373
해피돈까스,음식점,서대문구,서울특별시 서대문구 세검정로 52-10
재영카인테리어,자동차정비/용품,도봉구,서울 도봉구 도봉로125길 44
지에스(GS)25 나눔위례호반점,마트/슈퍼마켓,송파구,서울특별시 송파구 위례송파로 80
상도감자탕,음식점,동작구,서울특별시 동작구 국사봉길 12
싱싱한기름집,식품,서대문구,서울특별시 서대문구 세검정로 85
주식회사 정상에듀정상어학원,교육/서점,영등포구,"서울 영등포구 가마산로79길 7 ,"
녹번동 미장원,뷰티/미용,은평구,서울특별시 은평구 서오릉로2길 7
바른찌개 하월곡점,마트/슈퍼마켓,성북구,서울특별시 성북구 오패산로 99
미도리,음식점,용산구,"서울 용산구 후암로57길 65,"
연세고운미소치과의원,병원/약국,양천구,"서울 양천구 오목로 325,"
제주탐하리,음식점,광진구,서울특별시 광진구 천호대로101길 11
터한의원 여의도점,병원/약국,영등포구,서울특별시 영등포구 국제금융로2길 37
새절가정의학과의원,병원/약국,은평구,서울특별시 은평구 가좌로 329
천동관경찰합기도,교육/서점,강서구,서울특별시 강서구 강서로45길 110
제가야뼈다귀,음식점,송파구,"서울 송파구 새말로 132,"
꽃돼지춘천닭갈비,음식점,도봉구,서울특별시 도봉구 해등로17길 44
봉화정육식당,음식점,중랑구,"서울 중랑구 신내로 211,"
삼백식당,음식점,서초구,"서울 서초구 효령로55길 27 ,"
독립문방앗간,식품,관악구,서울 관악구 신원로5길 55
스튜디오 오월애,사진,노원구,"서울 노원구 동일로242길 66,"
파젠다,음식점,용산구,"서울 용산구 서빙고로51길 64,"
왕돈가스,음식점,강북구,서울 강북구 삼각산로 158
멜로우미,식품,강남구,"서울 강남구 논현로67길 64,"
보니타헤어,뷰티/미용,도봉구,서울특별시 도봉구 마들로 657
초무 감자탕,음식점,서초구,서울특별시 서초구 논현로 59
BANJO(반조),음식점,관악구,"서울 관악구 관악로12길 11,"
쇼핑메이트 구디,마트/슈퍼마켓,관악구,"서울특별시 관악구 은천로15길 17 ,B02호(봉천동)"
고망고 건대1호점,음식점,광진구,서울특별시 광진구 아차산로30길 8
뉴이화음악학원,교육/서점,구로구,서울특별시 구로구 구로중앙로34길 36
살롱드아르엘(Salon de 아르엘),뷰티/미용,금천구,서울특별시 금천구 벚꽃로 30
신여사 뼈해장국,음식점,마포구,서울특별시 마포구 성미산로 73
교필라테스 (kyo pilates),레저/스포츠,마포구,서울특별시 마포구 마포대로 182
제이에이치베이커리,음식점,동대문구,서울특별시 동대문구 고산자로 377
?,음식점,광진구,서울특별시 광진구 긴고랑로 31
농부네 식당,음식점,송파구,서울특별시 송파구 법원로4길 10
성수살롱,뷰티/미용,성동구,서울특별시 성동구 상원2길 3
늘푸른약국,병원/약국,강북구,서울  강북구  미아4동
내림손삼계탕,음식점,중구,"서울 중구 장충단로 249-24,"
소나무약국,병원/약국,노원구,서울특별시 노원구 노원로 330
바른네일,뷰티/미용,은평구,서울특별시 은평구 연서로17길 9
옛날삼양식당,음식점,강북구,"서울 강북구 삼양로29길 12,"
88슈퍼,마트/슈퍼마켓,송파구,서울 송파구 방이동 89-11
테라스크린,생활,금천구,서울 금천구 가산로3길 100
베이프스토리 마포공덕전자담배 VAPE STORY,마트/슈퍼마켓,마포구,서울특별시 마포구 마포대로 52
비더원영어학원,교육/서점,광진구,서울특별시 광진구 광나루로 582
크리스탈안경원,패션/잡화,은평구,서울특별시 은평구 서오릉로 201
신촌서서갈비,음식점,서초구,서울 서초구 잠원동 35-28
금성회관 약수역 직영점,음식점,중구,서울특별시 중구 다산로 137
연세고운가정의학과의원,병원/약국,서대문구,서울 서대문구 냉천동
큐앤큐당구장,레저/스포츠,서대문구,서울특별시 서대문구 통일로 151
큰손할매순대국,음식점,송파구,"서울 송파구 백제고분로27길 8,"
호랑이면,음식점,관악구,서울특별시 관악구 남부순환로234길 27
친환경농산물,식품,강남구,서울 강남구 개포로82길 5-8
행복한 한의원,병원/약국,중랑구,"서울 중랑구 동일로 932,"
GS25효창행복점,마트/슈퍼마켓,용산구,"서울 용산구 효창원로69길 15,"
배스킨라빈스 한성대역점,제과점/커피,성북구,서울특별시 성북구 동소문로 3
신월순대국,음식점,양천구,서울특별시 양천구 오목로3길 31
헤어월드,뷰티/미용,관악구,서울  관악구  봉천5동
신선설농탕 고척점,음식점,구로구,서울 구로구 경인로 385
삼종식품,마트/슈퍼마켓,도봉구,서울 도봉구 방학로10길 67
헤어씨엘,뷰티/미용,강동구,서울특별시 강동구 구천면로42길 24
오늘 그리고 꽃,원예/농업,서초구,서울특별시 서초구 남부순환로317길 18-3
봉수아,뷰티/미용,강동구,서울특별시 강동구 양재대로134길 19
씨유(CU)현대아울렛동대문점,마트/슈퍼마켓,중구,서울특별시 중구 장충단로13길 20
목포유달산,식품,동작구,"서울 동작구 노들로 688,"
지구제과,제과점/커피,마포구,서울특별시 마포구 성미산로29길 30-3
CU CK양평점,마트/슈퍼마켓,영등포구,"서울 영등포구 영등포로3길 16,"
바다정원,마트/슈퍼마켓,관악구,"서울 관악구 관천로 45-1,"
선주카페,음식점,광진구,"서울 광진구 강변북로 2230,"
남도 감자탕,음식점,강남구,서울특별시 강남구 선릉로90길 56
초원,음식점,용산구,서울특별시 용산구 한강대로80길 7
이마트24 R이대교육관점,마트/슈퍼마켓,서대문구,"서울 서대문구 이화여대길 52,"
본죽&비빔밥카페 창4동점,음식점,도봉구,서울특별시 도봉구 노해로69길 26
모퉁이 디저트,음식점,영등포구,서울특별시 영등포구 신길로42길 26-1
미아약국,병원/약국,강북구,"서울 강북구 도봉로 45,"
아트뮤지엄미술교습소,교육/서점,서초구,서울특별시 서초구 헌릉로8길 60
밥이보약,음식점,중구,"서울 중구 다산로29길 31,"
정담돈가스,음식점,관악구,서울특별시 관악구 조원중앙로 15
해랑강양다리양꼬치,음식점,관악구,서울특별시 관악구 보라매로 8
청안식탁,음식점,서대문구,서울특별시 서대문구 충정로4길 21
톨잉글리시영어교습소,교육/서점,송파구,"서울 송파구 중대로 24,"
호요,음식점,동작구,서울특별시 동작구 동작대로13길 6-7
팔백집 강남점,음식점,강남구,서울특별시 강남구 봉은사로2길 15
스카치 대대 당구클럽,레저/스포츠,성북구,서울특별시 성북구 보국문로16길 35
1인 아름다움,뷰티/미용,강북구,"서울 강북구 도봉로97길 22,"
보스코,의류/직물,용산구,서울특별시 용산구 두텁바위로1길 5
로드맵 수학전문학원,교육/서점,서대문구,"서울 서대문구 수색로 56,"
엑스엑스커피 메이커 을지로1호점,제과점/커피,중구,서울특별시 중구 을지로 156
신통치킨,음식점,광진구,"서울 광진구 능동로16길 42,"
영광회수산,음식점,강동구,"서울 강동구 양재대로141길 12,"
연세정수영내과의원,병원/약국,마포구,서울특별시 마포구 월드컵로 73
북촌순두부,음식점,중구,서울특별시 중구 남대문로 25-18
정거장,음식점,영등포구,"서울 영등포구 도림로 485-1,"
엘아트 미술학원,교육/서점,은평구,서울특별시 은평구 진흥로1길 11
싸다김밥 왕십리역점,음식점,성동구,서울특별시 성동구 왕십리로 320
라엘헤어필,뷰티/미용,동작구,서울특별시 동작구 사당로14길 11
리치플라워,원예/농업,서초구,"서울 서초구 강남대로 27,"
비비큐 마천점,음식점,송파구,서울특별시 송파구 마천로57길 14
코리아세븐-광장점,마트/슈퍼마켓,광진구,서울 광진구 아차산로78길 153
미분당 길동점,음식점,강동구,서울특별시 강동구 양재대로112길 13
신촌서서갈비,음식점,강동구,서울특별시 강동구 상암로 42
솔약국,병원/약국,중구,"서울 중구 퇴계로 447 ,"
윤대감부대찌개,음식점,중구,서울  중구  신당3동
스위트레코드,음식점,광진구,"서울 광진구 아차산로21길 77,"
파리바게뜨 연희점,제과점/커피,서대문구,서울특별시 서대문구 연희로 114
토라비,음식점,마포구,서울특별시 마포구 와우산로29바길 24
일품한우축산,식품,중랑구,서울특별시 중랑구 상봉로11길 18
인생 한방 찻집,음식점,중구,서울특별시 중구 남대문로 117
척스텝하우스,음식점,성동구,서울 성동구 독서당로40길 33
샐러디 까치산역점,음식점,강서구,서울특별시 강서구 강서로17길 7
마장동일번지,음식점,영등포구,서울특별시 영등포구 도영로 22
아뜰리에 언 합정점,뷰티/미용,마포구,서울특별시 마포구 동교로12길 3
조은안심한우,식품,도봉구,서울특별시 도봉구 해등로16길 26
오선생국어학원,교육/서점,동작구,"서울 동작구 여의대방로 198,"
수유리우동집,음식점,중랑구,"서울 중랑구 신내로 211,"
바른기업 수산시장,음식점,강북구,"서울 강북구 노해로 41 ,"
하림상회,식품,양천구,"서울 양천구 목동중앙남로 41,"
도원철물,기타,송파구,서울  송파구  삼전동
에이스카피,기타,성북구,서울특별시 성북구 삼선교로14길 102-3
서울모두치과,병원/약국,중랑구,서울특별시 중랑구 겸재로 164
